,ItemName,Category,Price,Tax,Date,Day,Time
9355,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-22-2021,Friday,7:02 AM
9356,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-06-2021,Saturday,3:40 PM
9357,2 Cheeseburgers - Meal,Normal,4.89,0.34,11-01-2021,Monday,1:39 PM
9358,Double Cheeseburger - Meal,Normal,4.19,0.29,11-04-2021,Thursday,2:43 PM
9359,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,11-06-2021,Saturday,6:12 PM
9360,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-25-2021,Monday,9:04 AM
9361,Big Mac - Meal,Normal,5.69,0.4,11-08-2021,Monday,11:06 PM
9362,2 Cheeseburgers,Normal,2.58,0.18,10-26-2021,Tuesday,10:32 PM
9363,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-25-2021,Monday,6:05 AM
9364,Medium French Fry,Value Menu,1.59,0.11,10-27-2021,Wednesday,4:02 PM
9365,Chicken McNuggets - 20pc,Normal,5,0.35,11-05-2021,Friday,2:31 PM
9366,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-23-2021,Saturday,7:36 AM
9367,Bacon Clubhouse Burger,Normal,4.49,0.31,11-01-2021,Monday,2:58 PM
9368,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-25-2021,Monday,4:49 PM
9369,Double Cheeseburger - Meal,Normal,4.19,0.29,11-09-2021,Tuesday,10:20 PM
9370,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,11-05-2021,Friday,3:44 PM
9371,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-03-2021,Wednesday,10:28 AM
9372,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-24-2021,Sunday,8:16 PM
9373,Double Cheeseburger - Meal,Normal,4.19,0.29,10-22-2021,Friday,7:47 PM
9374,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-22-2021,Friday,12:27 PM
9375,2 Cheeseburgers,Normal,2.58,0.18,10-24-2021,Sunday,8:46 PM
9376,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-23-2021,Saturday,6:31 PM
9377,Sausage McGriddles,Breakfast,2.79,0.2,11-11-2021,Thursday,7:04 AM
9378,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-29-2021,Friday,10:29 AM
9379,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-27-2021,Wednesday,3:46 PM
9380,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,11-07-2021,Sunday,10:49 AM
9381,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-24-2021,Sunday,5:38 AM
9382,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-04-2021,Thursday,1:13 PM
9383,Medium French Fry,Value Menu,1.59,0.11,11-08-2021,Monday,4:59 PM
9384,Double Cheeseburger,Value Menu,1.59,0.11,11-07-2021,Sunday,5:17 PM
9385,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-05-2021,Friday,3:23 PM
9386,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-22-2021,Friday,7:31 PM
9387,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-04-2021,Thursday,2:34 PM
9388,Bacon McDouble,Value Menu,2.00,0.14,10-22-2021,Friday,10:01 PM
9389,Bacon McDouble,Value Menu,2.00,0.14,10-31-2021,Sunday,8:31 PM
9390,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-27-2021,Wednesday,7:28 PM
9391,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-28-2021,Thursday,8:12 PM
9392,Large French Fry,Value Menu,1.79,0.13,10-23-2021,Saturday,9:48 PM
9393,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-05-2021,Friday,3:49 PM
9394,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-07-2021,Sunday,3:53 PM
9395,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-05-2021,Friday,10:52 PM
9396,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,11-03-2021,Wednesday,10:01 AM
9397,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,11-05-2021,Friday,3:23 AM
9398,Double Filet-O-Fish,Normal,4.69,0.33,10-25-2021,Monday,2:44 PM
9399,Double Cheeseburger,Value Menu,1.59,0.11,10-29-2021,Friday,11:09 PM
9400,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-27-2021,Wednesday,6:52 AM
9401,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,11-03-2021,Wednesday,10:37 AM
9402,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,11-03-2021,Wednesday,5:40 PM
9403,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,11-10-2021,Wednesday,6:39 PM
9404,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-24-2021,Sunday,11:06 AM
9405,Sausage Biscuit,Breakfast,1.00,0.07,10-23-2021,Saturday,11:36 AM
9406,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-25-2021,Monday,12:53 PM
9407,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-31-2021,Sunday,4:30 PM
9408,Quarter Pounder with Cheese,Normal,3.79,0.27,10-24-2021,Sunday,4:06 PM
9409,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,11-06-2021,Saturday,4:05 PM
9410,Egg McMuffin,Breakfast,2.79,0.2,11-04-2021,Thursday,11:16 AM
9411,Deluxe Quarter Punder,Normal,4.09,0.29,10-31-2021,Sunday,5:44 PM
9412,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,11-11-2021,Thursday,2:17 PM
9413,BBQ Ranch Burger,Value Menu,1.00,0.07,10-26-2021,Tuesday,1:00 PM
9414,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-06-2021,Saturday,9:56 PM
9415,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,11-07-2021,Sunday,1:27 PM
9416,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-29-2021,Friday,11:03 AM
9417,Double Cheeseburger,Value Menu,1.59,0.11,10-30-2021,Saturday,4:36 AM
9418,Big Mac - Meal,Normal,5.69,0.4,10-28-2021,Thursday,1:55 PM
9419,Double Cheeseburger,Value Menu,1.59,0.11,11-09-2021,Tuesday,3:58 PM
9420,Big Mac,Normal,3.99,0.28,11-10-2021,Wednesday,4:53 PM
9421,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-02-2021,Tuesday,6:53 AM
9422,Sausage Biscuit,Breakfast,1.00,0.07,10-31-2021,Sunday,6:23 AM
9423,Chicken McNuggets - 20pc,Normal,5,0.35,11-08-2021,Monday,11:21 AM
9424,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-10-2021,Wednesday,5:13 PM
9425,2 Cheeseburgers,Normal,2.58,0.18,11-11-2021,Thursday,8:31 AM
9426,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-25-2021,Monday,3:21 AM
9427,Medium French Fry,Value Menu,1.59,0.11,11-11-2021,Thursday,5:08 PM
9428,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-27-2021,Wednesday,2:59 PM
9429,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,11-07-2021,Sunday,6:30 AM
9430,Double Cheeseburger,Value Menu,1.59,0.11,11-10-2021,Wednesday,12:56 PM
9431,Quarter Pounder with Cheese,Normal,3.79,0.27,10-25-2021,Monday,4:05 PM
9432,McChicken,Value Menu,1.00,0.07,10-23-2021,Saturday,10:36 AM
9433,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-30-2021,Saturday,10:30 AM
9434,Chicken McNuggets - 20pc,Normal,5,0.35,11-08-2021,Monday,9:24 AM
9435,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,11-04-2021,Thursday,2:51 PM
9436,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,11-08-2021,Monday,2:29 PM
9437,Big Mac,Normal,3.99,0.28,11-04-2021,Thursday,3:37 PM
9438,Double Cheeseburger - Meal,Normal,4.19,0.29,11-06-2021,Saturday,12:14 PM
9439,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-29-2021,Friday,3:16 PM
9440,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,11-05-2021,Friday,3:03 PM
9441,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-29-2021,Friday,10:08 AM
9442,Big Mac,Normal,3.99,0.28,11-05-2021,Friday,10:48 AM
9443,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,10-29-2021,Friday,11:14 AM
9444,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,11-01-2021,Monday,1:14 PM
9445,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-30-2021,Saturday,8:55 PM
9446,Big Mac,Normal,3.99,0.28,11-05-2021,Friday,1:21 PM
9447,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-22-2021,Friday,8:38 PM
9448,Premium Chicken Bacon Clubhouse (Grilled or Crispy),Normal,4.49,0.31,11-05-2021,Friday,1:26 PM
9449,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-23-2021,Saturday,2:24 PM
9450,McChicken,Value Menu,1.00,0.07,10-31-2021,Sunday,9:17 AM
9451,McDouble,Value Menu,1.19,0.08,10-30-2021,Saturday,4:17 PM
9452,Small French Fry,Value Menu,1.19,0.08,11-10-2021,Wednesday,3:12 PM
9453,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-28-2021,Thursday,12:21 PM
9454,Large French Fry,Value Menu,1.79,0.13,10-31-2021,Sunday,11:14 AM
9455,Southern Style Chicken,Normal,3.89,0.27,10-29-2021,Friday,11:41 AM
9456,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-28-2021,Thursday,4:26 AM
9457,Double Cheeseburger,Value Menu,1.59,0.11,11-05-2021,Friday,3:40 PM
9458,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-03-2021,Wednesday,4:34 PM
9459,Medium French Fry,Value Menu,1.59,0.11,10-27-2021,Wednesday,6:25 PM
9460,Chicken McNuggets - 20pc,Normal,5,0.35,11-04-2021,Thursday,8:41 PM
9461,"Bacon, Egg & Cheese Bagel - Meal",Breakfast,4.49,0.31,10-26-2021,Tuesday,8:10 AM
9462,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-23-2021,Saturday,10:43 AM
9463,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-10-2021,Wednesday,1:51 PM
9464,Egg White Delight McMuffin,Breakfast,2.79,0.2,10-23-2021,Saturday,9:47 AM
9465,Filet-O-Fish,Normal,3.79,0.27,10-29-2021,Friday,7:09 AM
9466,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-22-2021,Friday,10:07 AM
9467,Steak and Egg Burrito,Value Menu,1.79,0.13,10-29-2021,Friday,3:47 PM
9468,McChicken,Value Menu,1.00,0.07,11-06-2021,Saturday,8:39 PM
9469,Big Mac - Meal,Normal,5.69,0.4,11-10-2021,Wednesday,4:51 PM
9470,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,11-03-2021,Wednesday,1:48 PM
9471,Quarter Pounder with Cheese,Normal,3.79,0.27,10-31-2021,Sunday,8:40 AM
9472,Small French Fry,Value Menu,1.19,0.08,11-06-2021,Saturday,12:23 PM
9473,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-31-2021,Sunday,9:56 PM
9474,Double Cheeseburger - Meal,Normal,4.19,0.29,10-26-2021,Tuesday,12:10 PM
9475,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-08-2021,Monday,3:50 PM
9476,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-27-2021,Wednesday,4:16 AM
9477,Medium French Fry,Value Menu,1.59,0.11,10-27-2021,Wednesday,7:14 PM
9478,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,11-08-2021,Monday,9:35 AM
9479,Quarter Pounder with Cheese,Normal,3.79,0.27,11-07-2021,Sunday,1:13 PM
9480,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-26-2021,Tuesday,4:19 PM
9481,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-31-2021,Sunday,3:42 PM
9482,Double Cheeseburger,Value Menu,1.59,0.11,10-25-2021,Monday,8:29 PM
9483,Small French Fry,Value Menu,1.19,0.08,10-28-2021,Thursday,4:13 PM
9484,Big Mac - Meal,Normal,5.69,0.4,10-31-2021,Sunday,2:36 PM
9485,Southern Style Chicken - Meal,Normal,5.59,0.39,11-11-2021,Thursday,5:42 PM
9486,McChicken,Value Menu,1.00,0.07,10-31-2021,Sunday,10:50 AM
9487,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-27-2021,Wednesday,1:47 AM
9488,Big Mac - Meal,Normal,5.69,0.4,11-03-2021,Wednesday,9:50 PM
9489,Steak and Egg Burrito,Value Menu,1.79,0.13,11-09-2021,Tuesday,9:50 AM
9490,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,11-04-2021,Thursday,3:24 PM
9491,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-22-2021,Friday,1:38 PM
9492,Double Cheeseburger,Value Menu,1.59,0.11,10-29-2021,Friday,9:34 AM
9493,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-30-2021,Saturday,10:25 PM
9494,Double Cheeseburger,Value Menu,1.59,0.11,10-27-2021,Wednesday,5:44 PM
9495,Big Mac - Meal,Normal,5.69,0.4,11-08-2021,Monday,1:57 PM
9496,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,11-08-2021,Monday,8:36 PM
9497,Big Mac,Normal,3.99,0.28,10-22-2021,Friday,9:56 PM
9498,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,10-25-2021,Monday,8:21 PM
9499,Double Cheeseburger,Value Menu,1.59,0.11,11-01-2021,Monday,11:38 AM
9500,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-04-2021,Thursday,12:00 PM
9501,Sausage McGriddles,Breakfast,2.79,0.2,11-04-2021,Thursday,10:14 AM
9502,Large French Fry,Value Menu,1.79,0.13,11-06-2021,Saturday,9:42 AM
9503,Double Cheeseburger,Value Menu,1.59,0.11,11-09-2021,Tuesday,7:29 PM
9504,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-22-2021,Friday,4:26 AM
9505,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-23-2021,Saturday,12:28 PM
9506,Big Mac,Normal,3.99,0.28,10-27-2021,Wednesday,10:39 AM
9507,McChicken,Value Menu,1.00,0.07,10-24-2021,Sunday,2:38 PM
9508,2 Cheeseburgers,Normal,2.58,0.18,10-29-2021,Friday,9:00 AM
9509,Filet-O-Fish - Meal,Normal,5.49,0.38,10-30-2021,Saturday,5:31 PM
9510,Medium French Fry,Value Menu,1.59,0.11,10-22-2021,Friday,4:09 PM
9511,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-28-2021,Thursday,3:24 PM
9512,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,11-10-2021,Wednesday,5:06 PM
9513,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-05-2021,Friday,3:42 PM
9514,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,11-05-2021,Friday,10:12 PM
9515,Sausage Biscuit,Breakfast,1.00,0.07,11-02-2021,Tuesday,5:39 AM
9516,Sausage McGriddles - Meal,Breakfast,3.99,0.28,11-01-2021,Monday,6:53 AM
9517,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,11-07-2021,Sunday,8:48 AM
9518,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-09-2021,Tuesday,1:32 AM
9519,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,11-10-2021,Wednesday,12:09 PM
9520,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,11-11-2021,Thursday,6:27 AM
9521,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-27-2021,Wednesday,4:15 AM
9522,McChicken,Value Menu,1.00,0.07,11-01-2021,Monday,9:31 PM
9523,Double Cheeseburger,Value Menu,1.59,0.11,10-30-2021,Saturday,10:02 AM
9524,1 Hash Browns,Breakfast,1.00,0.07,11-07-2021,Sunday,9:04 AM
9525,Double Cheeseburger,Value Menu,1.59,0.11,10-29-2021,Friday,7:21 PM
9526,Buffalo Ranch McChicken,Value Menu,1.00,0.07,11-11-2021,Thursday,10:56 AM
9527,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-30-2021,Saturday,10:48 AM
9528,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-24-2021,Sunday,6:20 AM
9529,McChicken,Value Menu,1.00,0.07,11-02-2021,Tuesday,7:19 PM
9530,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-30-2021,Saturday,9:23 AM
9531,Southern Style Chicken - Meal,Normal,5.59,0.39,11-02-2021,Tuesday,3:16 PM
9532,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,11-01-2021,Monday,11:48 PM
9533,Filet-O-Fish,Normal,3.79,0.27,11-02-2021,Tuesday,2:28 PM
9534,Sausage McMuffin with Egg,Breakfast,2.99,0.21,11-03-2021,Wednesday,8:19 AM
9535,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-31-2021,Sunday,11:53 AM
9536,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,11-10-2021,Wednesday,9:18 AM
9537,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,10-28-2021,Thursday,5:56 PM
9538,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-28-2021,Thursday,7:29 AM
9539,Big Mac - Meal,Normal,5.69,0.4,10-30-2021,Saturday,2:32 PM
9540,Deluxe Quarter Punder - Meal,Normal,5.79,0.41,10-23-2021,Saturday,6:45 PM
9541,Bacon McDouble,Value Menu,2.00,0.14,10-27-2021,Wednesday,10:17 AM
9542,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,11-04-2021,Thursday,3:20 PM
9543,Small French Fry,Value Menu,1.19,0.08,10-30-2021,Saturday,6:43 PM
9544,Filet-O-Fish - Meal,Normal,5.49,0.38,10-22-2021,Friday,5:06 PM
9545,1 Hash Browns,Breakfast,1.00,0.07,11-03-2021,Wednesday,10:35 AM
9546,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,10-28-2021,Thursday,11:15 AM
9547,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-02-2021,Tuesday,3:24 PM
9548,Large French Fry,Value Menu,1.79,0.13,10-23-2021,Saturday,1:13 PM
9549,Sausage Burrito,Breakfast,1.00,0.07,11-10-2021,Wednesday,4:23 AM
9550,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-23-2021,Saturday,6:22 PM
9551,2 Cheeseburgers,Normal,2.58,0.18,11-01-2021,Monday,4:51 PM
9552,Egg McMuffin - Meal,Breakfast,3.99,0.28,11-10-2021,Wednesday,6:42 AM
9553,Double Cheeseburger - Meal,Normal,4.19,0.29,10-27-2021,Wednesday,3:25 PM
9554,Small French Fry,Value Menu,1.19,0.08,10-28-2021,Thursday,3:24 PM
9555,Sausage Biscuit with Egg,Breakfast,2.79,0.2,11-01-2021,Monday,6:06 AM
9556,Large French Fry,Value Menu,1.79,0.13,10-23-2021,Saturday,12:25 PM
9557,Double Quarter Pounder with Cheese,Normal,4.79,0.34,11-08-2021,Monday,4:31 PM
9558,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-25-2021,Monday,3:02 PM
9559,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-22-2021,Friday,9:34 AM
9560,Egg White Delight McMuffin,Breakfast,2.79,0.2,11-10-2021,Wednesday,9:15 AM
9561,Sausage McMuffin with Egg,Breakfast,2.99,0.21,10-24-2021,Sunday,10:00 AM
9562,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-25-2021,Monday,4:30 PM
9563,Sausage McMuffin with Egg,Breakfast,2.99,0.21,11-11-2021,Thursday,1:19 AM
9564,Large French Fry,Value Menu,1.79,0.13,11-05-2021,Friday,10:32 AM
9565,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,10-22-2021,Friday,4:20 PM
9566,Small French Fry,Value Menu,1.19,0.08,11-05-2021,Friday,12:04 PM
9567,Big Mac,Normal,3.99,0.28,10-30-2021,Saturday,9:14 AM
9568,Egg McMuffin,Breakfast,2.79,0.2,10-25-2021,Monday,9:55 AM
9569,Sausage McMuffin,Breakfast,1.00,0.07,11-04-2021,Thursday,9:43 AM
9570,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,11-11-2021,Thursday,2:08 PM
9571,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-27-2021,Wednesday,4:27 AM
9572,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,11-02-2021,Tuesday,7:27 AM
9573,Double Quarter Pounder with Cheese,Normal,4.79,0.34,11-06-2021,Saturday,10:37 AM
9574,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-30-2021,Saturday,11:47 AM
9575,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-04-2021,Thursday,5:04 PM
9576,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,10-29-2021,Friday,5:09 PM
9577,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,11-01-2021,Monday,10:14 AM
9578,Sausage McGriddles,Breakfast,2.79,0.2,10-25-2021,Monday,7:33 AM
9579,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,11-05-2021,Friday,5:43 AM
9580,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-27-2021,Wednesday,3:58 PM
9581,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-05-2021,Friday,5:28 PM
9582,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-27-2021,Wednesday,8:33 AM
9583,Bacon Clubhouse Burger,Normal,4.49,0.31,10-31-2021,Sunday,4:07 PM
9584,Egg McMuffin,Breakfast,2.79,0.2,11-09-2021,Tuesday,6:23 AM
9585,BBQ Ranch Burger,Value Menu,1.00,0.07,10-31-2021,Sunday,2:12 PM
9586,Small French Fry,Value Menu,1.19,0.08,10-23-2021,Saturday,12:17 PM
9587,McChicken,Value Menu,1.00,0.07,11-08-2021,Monday,11:49 AM
9588,Double Cheeseburger,Value Menu,1.59,0.11,11-08-2021,Monday,5:13 PM
9589,Double Cheeseburger - Meal,Normal,4.19,0.29,10-23-2021,Saturday,8:53 PM
9590,2 Cheeseburgers - Meal,Normal,4.89,0.34,11-09-2021,Tuesday,3:15 PM
9591,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,11-09-2021,Tuesday,3:20 AM
9592,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,11-06-2021,Saturday,9:17 AM
9593,2 Cheeseburgers,Normal,2.58,0.18,11-05-2021,Friday,4:12 PM
9594,Big Mac,Normal,3.99,0.28,10-23-2021,Saturday,4:42 PM
9595,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-22-2021,Friday,7:31 AM
9596,Medium French Fry,Value Menu,1.59,0.11,10-26-2021,Tuesday,7:46 PM
9597,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-31-2021,Sunday,8:50 PM
9598,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-22-2021,Friday,12:44 PM
9599,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,10-28-2021,Thursday,12:14 PM
9600,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-29-2021,Friday,3:36 PM
9601,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-01-2021,Monday,8:37 AM
9602,Double Cheeseburger,Value Menu,1.59,0.11,10-23-2021,Saturday,5:50 AM
9603,Sausage McMuffin,Breakfast,1.00,0.07,10-22-2021,Friday,11:30 AM
9604,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,11-03-2021,Wednesday,8:54 AM
9605,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-28-2021,Thursday,1:07 PM
9606,Double Filet-O-Fish - Meal,Normal,6.39,0.45,10-22-2021,Friday,1:56 PM
9607,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-22-2021,Friday,4:02 AM
9608,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-26-2021,Tuesday,7:02 PM
9609,Filet-O-Fish,Normal,3.79,0.27,10-29-2021,Friday,8:25 AM
9610,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,10-22-2021,Friday,10:42 AM
9611,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,11-01-2021,Monday,1:33 PM
9612,Double Cheeseburger,Value Menu,1.59,0.11,11-06-2021,Saturday,3:56 PM
9613,Sausage Burrito,Breakfast,1.00,0.07,10-23-2021,Saturday,7:41 AM
9614,Double Cheeseburger - Meal,Normal,4.19,0.29,11-01-2021,Monday,6:59 PM
9615,2 Cheeseburgers,Normal,2.58,0.18,10-28-2021,Thursday,2:21 PM
9616,Medium French Fry,Value Menu,1.59,0.11,11-06-2021,Saturday,6:51 PM
9617,Chicken McNuggets - 20pc,Normal,5,0.35,10-27-2021,Wednesday,4:48 PM
9618,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,10-24-2021,Sunday,11:14 AM
9619,Double Cheeseburger,Value Menu,1.59,0.11,11-09-2021,Tuesday,9:21 AM
9620,McDouble,Value Menu,1.19,0.08,11-08-2021,Monday,3:35 PM
9621,Sausage McMuffin,Breakfast,1.00,0.07,11-05-2021,Friday,6:01 AM
9622,Large French Fry,Value Menu,1.79,0.13,11-01-2021,Monday,1:02 PM
9623,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-04-2021,Thursday,12:35 PM
9624,Medium French Fry,Value Menu,1.59,0.11,11-05-2021,Friday,9:06 PM
9625,Southern Style Chicken,Normal,3.89,0.27,11-03-2021,Wednesday,9:32 PM
9626,Large French Fry,Value Menu,1.79,0.13,10-31-2021,Sunday,2:00 PM
9627,Large French Fry,Value Menu,1.79,0.13,10-31-2021,Sunday,4:45 PM
9628,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,11-10-2021,Wednesday,12:17 PM
9629,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-29-2021,Friday,7:35 AM
9630,McDouble,Value Menu,1.19,0.08,11-08-2021,Monday,8:31 AM
9631,"Bacon, Egg & Cheese Bagel - Meal",Breakfast,4.49,0.31,10-22-2021,Friday,9:28 AM
